,raw
0,0.5406445406445406
1,0.5392015392015392
2,0.5228475228475229
3,0.5488215488215489
4,0.5324675324675324
5,0.53006253006253
6,0.53006253006253
7,0.5257335257335257
8,0.518999518999519
9,0.532948532948533
10,0.5425685425685426
11,0.5416065416065416
12,0.5382395382395382
13,0.53006253006253
14,0.5440115440115441
15,0.5315055315055315
16,0.5339105339105339
17,0.5310245310245311
18,0.5108225108225108
19,0.5276575276575276
20,0.5173160173160173
21,0.5266955266955267
22,0.49783549783549785
23,0.5180375180375181
24,0.5165945165945166
25,0.5146705146705147
26,0.5151515151515151
27,0.5146705146705147
28,0.5238095238095238
29,0.5276575276575276
30,0.5108225108225108
31,0.5122655122655123
32,0.5252525252525253
33,0.5012025012025012
34,0.5156325156325157
35,0.5161135161135161
36,0.6904761904761905
37,0.9166666666666666
38,0.75
39,0.9047619047619048
40,0.8452380952380952
41,0.9285714285714286
42,0.7261904761904762
43,0.9404761904761905
44,0.7738095238095238
45,0.9523809523809523
46,0.9404761904761905
47,0.9523809523809523
48,0.7261904761904762
49,0.9285714285714286
50,0.8095238095238095
51,0.9404761904761905
52,0.9404761904761905
53,0.9642857142857143
54,0.6547619047619048
55,0.8809523809523809
56,0.6785714285714286
57,0.7976190476190477
58,0.7261904761904762
59,0.8452380952380952
60,0.7023809523809523
61,0.8809523809523809
62,0.7976190476190477
63,0.8571428571428571
64,0.8214285714285714
65,0.8690476190476191
66,0.6785714285714286
67,0.8809523809523809
68,0.7380952380952381
69,0.8452380952380952
70,0.7857142857142857
71,0.8690476190476191
72,0.6808510638297872
73,0.9042553191489362
74,0.6382978723404256
75,0.9148936170212766
76,0.7872340425531915
77,0.9361702127659575
78,0.7340425531914894
79,0.9148936170212766
80,0.8191489361702128
81,0.9361702127659575
82,0.9574468085106383
83,0.9680851063829787
84,0.7446808510638298
85,0.925531914893617
86,0.8723404255319149
87,0.9361702127659575
88,0.9468085106382979
89,0.9680851063829787
90,0.6702127659574468
91,0.8297872340425532
92,0.648936170212766
93,0.7978723404255319
94,0.723404255319149
95,0.8297872340425532
96,0.6595744680851063
97,0.8723404255319149
98,0.7127659574468085
99,0.8936170212765957
100,0.8829787234042553
101,0.925531914893617
102,0.7446808510638298
103,0.9042553191489362
104,0.776595744680851
105,0.8936170212765957
106,0.8404255319148937
107,0.9042553191489362
108,0.6702127659574468
109,0.925531914893617
110,0.7553191489361702
111,0.8936170212765957
112,0.8617021276595744
113,0.925531914893617
114,0.7659574468085106
115,0.9468085106382979
116,0.8191489361702128
117,0.9468085106382979
118,0.8829787234042553
119,0.9468085106382979
120,0.7978723404255319
121,0.9574468085106383
122,0.8723404255319149
123,0.9361702127659575
124,0.9468085106382979
125,0.9893617021276596
126,0.723404255319149
127,0.8297872340425532
128,0.7553191489361702
129,0.8404255319148937
130,0.7340425531914894
131,0.8404255319148937
132,0.6808510638297872
133,0.851063829787234
134,0.7978723404255319
135,0.8617021276595744
136,0.7659574468085106
137,0.9042553191489362
138,0.7021276595744681
139,0.8297872340425532
140,0.7978723404255319
141,0.851063829787234
142,0.7659574468085106
143,0.8404255319148937
144,0.6276595744680851
145,0.9361702127659575
146,0.6702127659574468
147,0.9148936170212766
148,0.8404255319148937
149,0.9042553191489362
150,0.6063829787234043
151,0.9468085106382979
152,0.7021276595744681
153,0.9148936170212766
154,0.9361702127659575
155,0.9574468085106383
156,0.6702127659574468
157,0.9148936170212766
158,0.7553191489361702
159,0.9574468085106383
160,0.9468085106382979
161,0.9680851063829787
162,0.5957446808510638
163,0.8191489361702128
164,0.7127659574468085
165,0.8085106382978723
166,0.7127659574468085
167,0.8191489361702128
168,0.5851063829787234
169,0.8617021276595744
170,0.6914893617021277
171,0.8404255319148937
172,0.7978723404255319
173,0.8617021276595744
174,0.6170212765957447
175,0.8723404255319149
176,0.7446808510638298
177,0.8829787234042553
178,0.8829787234042553
179,0.8829787234042553
180,0.6785714285714286
181,0.8214285714285714
182,0.6428571428571429
183,0.8690476190476191
184,0.7142857142857143
185,0.8214285714285714
186,0.7023809523809523
187,0.8333333333333334
188,0.6309523809523809
189,0.8809523809523809
190,0.8690476190476191
191,0.8809523809523809
192,0.7142857142857143
193,0.8809523809523809
194,0.6904761904761905
195,0.8809523809523809
196,0.9166666666666666
197,0.8928571428571429
198,0.6190476190476191
199,0.7142857142857143
200,0.6547619047619048
201,0.7142857142857143
202,0.6904761904761905
203,0.75
204,0.6428571428571429
205,0.7738095238095238
206,0.6666666666666666
207,0.7857142857142857
208,0.7261904761904762
209,0.7738095238095238
210,0.6547619047619048
211,0.7738095238095238
212,0.7142857142857143
213,0.8095238095238095
214,0.7976190476190477
215,0.7619047619047619
216,0.7023809523809523
217,0.8333333333333334
218,0.6428571428571429
219,0.9047619047619048
220,0.7976190476190477
221,0.8928571428571429
222,0.7380952380952381
223,0.8928571428571429
224,0.7261904761904762
225,0.9523809523809523
226,0.9166666666666666
227,0.9285714285714286
228,0.7380952380952381
229,0.9523809523809523
230,0.7738095238095238
231,0.9404761904761905
232,0.9642857142857143
233,0.9761904761904762
234,0.7023809523809523
235,0.8333333333333334
236,0.7142857142857143
237,0.8095238095238095
238,0.7738095238095238
239,0.8452380952380952
240,0.6904761904761905
241,0.8452380952380952
242,0.7261904761904762
243,0.8809523809523809
244,0.8214285714285714
245,0.8452380952380952
246,0.7023809523809523
247,0.8809523809523809
248,0.8333333333333334
249,0.8571428571428571
250,0.8452380952380952
251,0.8809523809523809
252,0.6785714285714286
253,0.9285714285714286
254,0.6666666666666666
255,0.9523809523809523
256,0.8928571428571429
257,0.9404761904761905
258,0.7142857142857143
259,0.9761904761904762
260,0.8214285714285714
261,0.9642857142857143
262,0.9523809523809523
263,0.9642857142857143
264,0.7619047619047619
265,0.9642857142857143
266,0.8333333333333334
267,0.9404761904761905
268,0.9880952380952381
269,0.9761904761904762
270,0.6428571428571429
271,0.7976190476190477
272,0.7142857142857143
273,0.8214285714285714
274,0.8214285714285714
275,0.8333333333333334
276,0.6547619047619048
277,0.9047619047619048
278,0.7857142857142857
279,0.8452380952380952
280,0.8095238095238095
281,0.8809523809523809
282,0.6785714285714286
283,0.9047619047619048
284,0.7976190476190477
285,0.8928571428571429
286,0.8571428571428571
287,0.8452380952380952
288,0.8095238095238095
289,0.9166666666666666
290,0.6904761904761905
291,0.8928571428571429
292,0.8095238095238095
293,0.9047619047619048
294,0.8452380952380952
295,0.9166666666666666
296,0.7738095238095238
297,0.9642857142857143
298,0.9047619047619048
299,0.9404761904761905
300,0.8214285714285714
301,0.9047619047619048
302,0.9166666666666666
303,0.9404761904761905
304,0.9761904761904762
305,0.9642857142857143
306,0.7023809523809523
307,0.9047619047619048
308,0.6547619047619048
309,0.8452380952380952
310,0.7857142857142857
311,0.8333333333333334
312,0.6785714285714286
313,0.8928571428571429
314,0.7619047619047619
315,0.9047619047619048
316,0.7738095238095238
317,0.8928571428571429
318,0.7261904761904762
319,0.8809523809523809
320,0.8333333333333334
321,0.9166666666666666
322,0.8809523809523809
323,0.9047619047619048
324,0.7380952380952381
325,0.9404761904761905
326,0.7380952380952381
327,0.9404761904761905
