,raw,floored
0,0.5349229287090559,0.5
1,0.5298651252408478,0.5
2,0.529383429672447,0.5002408477842004
3,0.5320327552986512,0.5
4,0.5327552986512524,0.5
5,0.5337186897880539,0.5002408477842004
6,0.5204720616570327,0.5
7,0.5204720616570327,0.5
8,0.5238439306358381,0.5
9,0.5296242774566474,0.5
10,0.5366088631984586,0.5002408477842004
11,0.5303468208092486,0.5009633911368016
12,0.5327552986512524,0.5
13,0.5289017341040463,0.5
14,0.5308285163776493,0.5002408477842004
15,0.5327552986512524,0.5002408477842004
16,0.5342003853564548,0.5002408477842004
17,0.5322736030828517,0.5002408477842004
18,0.5257707129094412,0.5
19,0.5221579961464354,0.5067437379576107
20,0.5202312138728323,0.5151734104046243
21,0.5289017341040463,0.5
22,0.5289017341040463,0.5052986512524085
23,0.5279383429672447,0.513728323699422
24,0.5221579961464354,0.5065028901734104
25,0.5240847784200385,0.5096339113680154
26,0.5240847784200385,0.5098747591522158
27,0.5296242774566474,0.5
28,0.5298651252408478,0.5
29,0.529383429672447,0.5002408477842004
30,0.5373314065510597,0.5
31,0.5226396917148363,0.5
32,0.5226396917148363,0.5002408477842004
33,0.49927745664739887,0.5
34,0.5079479768786127,0.5
35,0.5146917148362236,0.5
36,0.5286608863198459,0.5
37,0.5322736030828517,0.5002408477842004
38,0.5298651252408478,0.5007225433526011
39,0.5274566473988439,0.5
40,0.5226396917148363,0.5
41,0.5216763005780347,0.5004816955684007
42,0.5250481695568401,0.5004816955684007
43,0.5298651252408478,0.5004816955684007
44,0.5274566473988439,0.5004816955684007
45,0.530587668593449,0.5
46,0.5139691714836223,0.5016859344894027
47,0.5245664739884393,0.5103564547206165
48,0.5274566473988439,0.5
49,0.5110789980732178,0.5016859344894027
50,0.5187861271676301,0.5089113680154143
51,0.5236030828516378,0.5052986512524085
52,0.5197495183044316,0.505057803468208
53,0.5216763005780347,0.5040944123314065
54,0.5238439306358381,0.5
55,0.5269749518304432,0.5002408477842004
56,0.5298651252408478,0.5004816955684007
57,0.5250481695568401,0.5
58,0.5207129094412332,0.5
59,0.5207129094412332,0.5004816955684007
60,0.5014450867052023,0.5
61,0.5163776493256262,0.5002408477842004
62,0.5245664739884393,0.5004816955684007
63,0.5228805394990366,0.5
64,0.5303468208092486,0.5004816955684007
65,0.5250481695568401,0.5004816955684007
66,0.5178227360308285,0.5
67,0.5240847784200385,0.5002408477842004
68,0.5269749518304432,0.5004816955684007
69,0.5110789980732178,0.5004816955684007
70,0.5221579961464354,0.5004816955684007
71,0.5240847784200385,0.5004816955684007
72,0.5257707129094412,0.5
73,0.5067437379576107,0.5009633911368016
74,0.5207129094412332,0.501204238921002
75,0.5221579961464354,0.5004816955684007
76,0.5130057803468208,0.501204238921002
77,0.5086705202312138,0.5014450867052023
78,0.5149325626204239,0.5026493256262042
79,0.49421965317919075,0.5019267822736031
80,0.5086705202312138,0.5009633911368016
81,0.5053763440860215,0.5
82,0.6021505376344086,0.510752688172043
83,0.6666666666666666,0.521505376344086
84,0.5591397849462365,0.5
85,0.6989247311827957,0.510752688172043
86,0.8387096774193549,0.5268817204301075
87,0.7634408602150538,0.510752688172043
88,0.7849462365591398,0.510752688172043
89,0.7849462365591398,0.510752688172043
90,0.5913978494623656,0.5
91,0.6021505376344086,0.5161290322580645
92,0.6774193548387096,0.5376344086021505
93,0.5913978494623656,0.5053763440860215
94,0.7526881720430108,0.543010752688172
95,0.7956989247311828,0.5376344086021505
96,0.7634408602150538,0.543010752688172
97,0.8709677419354839,0.5483870967741935
98,0.8602150537634409,0.543010752688172
99,0.6559139784946236,0.5
100,0.6236559139784946,0.532258064516129
101,0.7204301075268817,0.5376344086021505
102,0.8064516129032258,0.5268817204301075
